<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
KRME.XXBTZUSD,60,22/02/23,10:00,23966.2000000,24172.0000000,23950.0000000,24102.3000000,150
KRME.XXBTZUSD,60,22/02/23,11:00,24102.3000000,24195.0000000,24080.2000000,24186.9000000,56
KRME.XXBTZUSD,60,22/02/23,12:00,24186.9000000,24207.0000000,24050.0000000,24164.3000000,128
KRME.XXBTZUSD,60,22/02/23,13:00,24164.4000000,24235.1000000,24100.2000000,24143.5000000,139
KRME.XXBTZUSD,60,22/02/23,14:00,24143.4000000,24152.6000000,23988.5000000,24114.9000000,260
KRME.XXBTZUSD,60,22/02/23,15:00,24115.0000000,24121.3000000,23922.4000000,23938.9000000,224
KRME.XXBTZUSD,60,22/02/23,16:00,23938.9000000,23998.0000000,23639.0000000,23729.1000000,788
KRME.XXBTZUSD,60,22/02/23,17:00,23729.1000000,23764.0000000,23600.0000000,23642.7000000,298
KRME.XXBTZUSD,60,22/02/23,18:00,23642.7000000,23779.9000000,23600.0000000,23742.3000000,199
KRME.XXBTZUSD,60,22/02/23,19:00,23742.4000000,23837.9000000,23726.2000000,23741.1000000,287
KRME.XXBTZUSD,60,22/02/23,20:00,23744.5000000,23975.9000000,23654.5000000,23796.3000000,280
KRME.XXBTZUSD,60,22/02/23,21:00,23801.5000000,23861.6000000,23741.6000000,23800.5000000,95
KRME.XXBTZUSD,60,22/02/23,22:00,23806.6000000,23848.7000000,23751.2000000,23804.2000000,84
KRME.XXBTZUSD,60,22/02/23,23:00,23805.5000000,24116.1000000,23795.8000000,24108.1000000,165
KRME.XXBTZUSD,60,23/02/23,00:00,24108.1000000,24216.2000000,24094.7000000,24186.6000000,301
KRME.XXBTZUSD,60,23/02/23,01:00,24187.7000000,24242.0000000,24143.7000000,24143.7000000,139
KRME.XXBTZUSD,60,23/02/23,02:00,24143.7000000,24200.0000000,24132.6000000,24190.8000000,28
KRME.XXBTZUSD,60,23/02/23,03:00,24192.1000000,24602.8000000,24190.0000000,24529.9000000,907
KRME.XXBTZUSD,60,23/02/23,04:00,24547.8000000,24596.9000000,24448.5000000,24457.1000000,114
KRME.XXBTZUSD,60,23/02/23,05:00,24458.1000000,24526.8000000,24444.0000000,24526.4000000,42
KRME.XXBTZUSD,60,23/02/23,06:00,24526.2000000,24526.6000000,24350.6000000,24390.2000000,419
KRME.XXBTZUSD,60,23/02/23,07:00,24390.2000000,24409.9000000,24321.4000000,24398.1000000,129
KRME.XXBTZUSD,60,23/02/23,08:00,24398.2000000,24431.6000000,24377.5000000,24380.6000000,174
KRME.XXBTZUSD,60,23/02/23,09:00,24380.6000000,24490.5000000,24354.9000000,24399.9000000,351
KRME.XXBTZUSD,60,23/02/23,10:00,24399.9000000,24465.3000000,24270.3000000,24288.8000000,185
KRME.XXBTZUSD,60,23/02/23,11:00,24288.9000000,24308.1000000,24214.9000000,24244.7000000,48
KRME.XXBTZUSD,60,23/02/23,12:00,24254.9000000,24270.0000000,23667.5000000,23781.8000000,489
KRME.XXBTZUSD,60,23/02/23,13:00,23781.8000000,24015.3000000,23615.3000000,23916.4000000,396
KRME.XXBTZUSD,60,23/02/23,14:00,23919.1000000,24203.1000000,23845.2000000,24017.7000000,433
KRME.XXBTZUSD,60,23/02/23,15:00,24013.9000000,24159.9000000,23921.1000000,24020.0000000,221
KRME.XXBTZUSD,60,23/02/23,16:00,24020.1000000,24062.3000000,23872.0000000,23956.7000000,130
KRME.XXBTZUSD,60,23/02/23,17:00,23952.5000000,24001.5000000,23758.3000000,23758.3000000,194
KRME.XXBTZUSD,60,23/02/23,18:00,23761.9000000,23983.1000000,23757.7000000,23845.1000000,137
KRME.XXBTZUSD,60,23/02/23,19:00,23843.0000000,23903.2000000,23732.8000000,23867.5000000,133
KRME.XXBTZUSD,60,23/02/23,20:00,23871.8000000,24048.7000000,23844.6000000,23988.8000000,142
KRME.XXBTZUSD,60,23/02/23,21:00,23988.8000000,24067.5000000,23913.5000000,23939.7000000,80
KRME.XXBTZUSD,60,23/02/23,22:00,23950.7000000,24013.5000000,23866.0000000,23871.0000000,54
KRME.XXBTZUSD,60,23/02/23,23:00,23871.0000000,23895.0000000,23758.4000000,23870.0000000,111
KRME.XXBTZUSD,60,24/02/23,00:00,23869.8000000,23959.9000000,23845.2000000,23942.4000000,216
KRME.XXBTZUSD,60,24/02/23,01:00,23946.4000000,24017.5000000,23899.0000000,23965.0000000,75
KRME.XXBTZUSD,60,24/02/23,02:00,23965.1000000,24134.3000000,23965.1000000,23995.1000000,165
KRME.XXBTZUSD,60,24/02/23,03:00,24000.3000000,24023.2000000,23920.1000000,23946.4000000,32
KRME.XXBTZUSD,60,24/02/23,04:00,23946.4000000,23999.4000000,23940.0000000,23961.3000000,18
KRME.XXBTZUSD,60,24/02/23,05:00,23961.3000000,23990.0000000,23942.8000000,23953.0000000,34
KRME.XXBTZUSD,60,24/02/23,06:00,23953.0000000,23953.0000000,23880.1000000,23905.8000000,66
KRME.XXBTZUSD,60,24/02/23,07:00,23905.8000000,23909.7000000,23801.0000000,23908.0000000,63
KRME.XXBTZUSD,60,24/02/23,08:00,23904.8000000,23907.6000000,23795.1000000,23833.8000000,95
KRME.XXBTZUSD,60,24/02/23,09:00,23833.8000000,23974.9000000,23767.7000000,23907.2000000,121
KRME.XXBTZUSD,60,24/02/23,10:00,23906.1000000,23932.1000000,23828.9000000,23836.2000000,30
KRME.XXBTZUSD,60,24/02/23,11:00,23834.0000000,23886.4000000,23791.2000000,23865.3000000,44
KRME.XXBTZUSD,60,24/02/23,12:00,23867.8000000,23900.6000000,23850.0000000,23891.7000000,54
KRME.XXBTZUSD,60,24/02/23,13:00,23891.5000000,24025.0000000,23872.9000000,23899.1000000,107
KRME.XXBTZUSD,60,24/02/23,14:00,23899.0000000,23988.4000000,23680.1000000,23787.4000000,240
KRME.XXBTZUSD,60,24/02/23,15:00,23785.7000000,23863.7000000,23700.0000000,23813.3000000,148
KRME.XXBTZUSD,60,24/02/23,16:00,23813.8000000,23836.2000000,23344.0000000,23350.5000000,607
KRME.XXBTZUSD,60,24/02/23,17:00,23350.1000000,23350.1000000,22916.0000000,23200.3000000,871
KRME.XXBTZUSD,60,24/02/23,18:00,23201.1000000,23201.2000000,23039.9000000,23074.8000000,188
KRME.XXBTZUSD,60,24/02/23,19:00,23074.0000000,23150.0000000,23025.0000000,23100.1000000,97
KRME.XXBTZUSD,60,24/02/23,20:00,23100.1000000,23192.4000000,22800.8000000,23189.5000000,414
KRME.XXBTZUSD,60,24/02/23,21:00,23189.5000000,23333.3000000,23160.1000000,23232.0000000,261
KRME.XXBTZUSD,60,24/02/23,22:00,23232.0000000,23235.5000000,23080.0000000,23109.1000000,109
KRME.XXBTZUSD,60,24/02/23,23:00,23109.1000000,23146.7000000,22972.5000000,23116.8000000,158
KRME.XXBTZUSD,60,25/02/23,00:00,23117.2000000,23207.0000000,23033.6000000,23193.8000000,91
KRME.XXBTZUSD,60,25/02/23,01:00,23193.7000000,23205.8000000,23120.3000000,23169.5000000,59
KRME.XXBTZUSD,60,25/02/23,02:00,23167.8000000,23200.1000000,23135.8000000,23182.5000000,42
KRME.XXBTZUSD,60,25/02/23,03:00,23182.4000000,23224.9000000,23062.1000000,23090.3000000,107
KRME.XXBTZUSD,60,25/02/23,04:00,23091.1000000,23116.3000000,23053.1000000,23075.8000000,42
KRME.XXBTZUSD,60,25/02/23,05:00,23076.0000000,23122.9000000,23058.5000000,23122.8000000,168
KRME.XXBTZUSD,60,25/02/23,06:00,23122.9000000,23126.2000000,23028.0000000,23049.7000000,17
KRME.XXBTZUSD,60,25/02/23,07:00,23049.7000000,23099.5000000,23049.2000000,23085.9000000,83
KRME.XXBTZUSD,60,25/02/23,08:00,23085.9000000,23119.7000000,23075.1000000,23119.0000000,63
KRME.XXBTZUSD,60,25/02/23,09:00,23119.0000000,23157.8000000,23108.2000000,23109.8000000,65
KRME.XXBTZUSD,60,25/02/23,10:00,23109.9000000,23124.4000000,23020.1000000,23061.6000000,33
KRME.XXBTZUSD,60,25/02/23,11:00,23062.7000000,23068.0000000,22927.8000000,22928.9000000,106
KRME.XXBTZUSD,60,25/02/23,12:00,22931.4000000,23013.6000000,22918.3000000,22984.4000000,64
KRME.XXBTZUSD,60,25/02/23,13:00,22987.2000000,23027.3000000,22870.4000000,23011.7000000,137
KRME.XXBTZUSD,60,25/02/23,14:00,23011.7000000,23087.8000000,22996.2000000,23004.0000000,104
KRME.XXBTZUSD,60,25/02/23,15:00,23004.2000000,23047.1000000,22986.1000000,23006.6000000,53
KRME.XXBTZUSD,60,25/02/23,16:00,23006.5000000,23034.7000000,22976.0000000,23011.8000000,42
KRME.XXBTZUSD,60,25/02/23,17:00,23011.9000000,23083.9000000,23004.2000000,23016.2000000,87
KRME.XXBTZUSD,60,25/02/23,18:00,23019.9000000,23050.8000000,23008.3000000,23046.6000000,37
KRME.XXBTZUSD,60,25/02/23,19:00,23046.1000000,23051.0000000,22974.6000000,22982.3000000,49
KRME.XXBTZUSD,60,25/02/23,20:00,22982.3000000,23013.5000000,22922.0000000,22999.9000000,111
KRME.XXBTZUSD,60,25/02/23,21:00,22990.7000000,23000.0000000,22739.9000000,22924.0000000,248
KRME.XXBTZUSD,60,25/02/23,22:00,22924.9000000,22963.4000000,22859.4000000,22946.5000000,50
KRME.XXBTZUSD,60,25/02/23,23:00,22946.5000000,23173.8000000,22909.4000000,23132.1000000,85
KRME.XXBTZUSD,60,26/02/23,00:00,23124.8000000,23190.1000000,23104.2000000,23167.3000000,51
KRME.XXBTZUSD,60,26/02/23,01:00,23167.3000000,23167.3000000,23088.8000000,23092.9000000,39
KRME.XXBTZUSD,60,26/02/23,02:00,23092.9000000,23126.0000000,23073.7000000,23115.6000000,17
KRME.XXBTZUSD,60,26/02/23,03:00,23116.2000000,23249.4000000,23066.7000000,23243.3000000,48
KRME.XXBTZUSD,60,26/02/23,04:00,23242.6000000,23250.0000000,23190.9000000,23220.5000000,38
KRME.XXBTZUSD,60,26/02/23,05:00,23220.4000000,23230.1000000,23159.5000000,23193.9000000,20
KRME.XXBTZUSD,60,26/02/23,06:00,23193.0000000,23201.9000000,23141.0000000,23141.0000000,8
KRME.XXBTZUSD,60,26/02/23,07:00,23134.3000000,23171.7000000,23104.0000000,23171.7000000,13
KRME.XXBTZUSD,60,26/02/23,08:00,23171.8000000,23208.5000000,23147.8000000,23156.0000000,23
KRME.XXBTZUSD,60,26/02/23,09:00,23156.2000000,23177.9000000,23118.5000000,23160.0000000,13
KRME.XXBTZUSD,60,26/02/23,10:00,23158.6000000,23291.1000000,23158.1000000,23271.4000000,54
KRME.XXBTZUSD,60,26/02/23,11:00,23271.3000000,23283.9000000,23220.0000000,23233.1000000,29
KRME.XXBTZUSD,60,26/02/23,12:00,23233.0000000,23262.5000000,23206.4000000,23258.6000000,39
KRME.XXBTZUSD,60,26/02/23,13:00,23258.6000000,23291.1000000,23143.8000000,23170.1000000,208
KRME.XXBTZUSD,60,26/02/23,14:00,23169.4000000,23215.2000000,23152.1000000,23214.1000000,22
KRME.XXBTZUSD,60,26/02/23,15:00,23219.5000000,23343.4000000,23193.0000000,23202.6000000,62
KRME.XXBTZUSD,60,26/02/23,16:00,23205.1000000,23253.7000000,23185.4000000,23252.1000000,22
KRME.XXBTZUSD,60,26/02/23,17:00,23253.3000000,23260.5000000,23180.1000000,23184.1000000,17
KRME.XXBTZUSD,60,26/02/23,18:00,23184.2000000,23249.8000000,23144.2000000,23249.8000000,44
KRME.XXBTZUSD,60,26/02/23,19:00,23246.0000000,23536.5000000,23229.7000000,23485.0000000,531
KRME.XXBTZUSD,60,26/02/23,20:00,23485.0000000,23543.1000000,23380.1000000,23523.4000000,199
KRME.XXBTZUSD,60,26/02/23,21:00,23511.2000000,23685.1000000,23469.6000000,23650.9000000,428
KRME.XXBTZUSD,60,26/02/23,22:00,23651.0000000,23651.0000000,23551.6000000,23559.2000000,422
KRME.XXBTZUSD,60,26/02/23,23:00,23558.8000000,23586.9000000,23331.0000000,23471.4000000,158
KRME.XXBTZUSD,60,27/02/23,00:00,23474.2000000,23638.4000000,23463.7000000,23564.5000000,228
KRME.XXBTZUSD,60,27/02/23,01:00,23564.4000000,23564.5000000,23463.9000000,23499.1000000,137
KRME.XXBTZUSD,60,27/02/23,02:00,23499.0000000,23558.7000000,23442.3000000,23553.1000000,29
KRME.XXBTZUSD,60,27/02/23,03:00,23558.3000000,23654.5000000,23532.1000000,23559.8000000,79
KRME.XXBTZUSD,60,27/02/23,04:00,23563.9000000,23642.3000000,23547.7000000,23553.8000000,43
KRME.XXBTZUSD,60,27/02/23,05:00,23553.3000000,23553.3000000,23467.1000000,23491.6000000,46
KRME.XXBTZUSD,60,27/02/23,06:00,23491.6000000,23501.1000000,23360.1000000,23376.4000000,137
KRME.XXBTZUSD,60,27/02/23,07:00,23376.5000000,23432.6000000,23373.0000000,23415.0000000,59
KRME.XXBTZUSD,60,27/02/23,08:00,23415.1000000,23452.3000000,23415.0000000,23424.9000000,149
KRME.XXBTZUSD,60,27/02/23,09:00,23424.9000000,23451.2000000,23349.9000000,23361.8000000,114
KRME.XXBTZUSD,60,27/02/23,10:00,23361.8000000,23434.5000000,23344.0000000,23398.6000000,30
KRME.XXBTZUSD,60,27/02/23,11:00,23398.7000000,23416.2000000,23354.8000000,23376.8000000,28
KRME.XXBTZUSD,60,27/02/23,12:00,23376.8000000,23445.7000000,23373.5000000,23427.0000000,35
KRME.XXBTZUSD,60,27/02/23,13:00,23430.0000000,23432.4000000,23390.0000000,23400.2000000,39
KRME.XXBTZUSD,60,27/02/23,14:00,23400.2000000,23800.0000000,23400.1000000,23700.0000000,394
KRME.XXBTZUSD,60,27/02/23,15:00,23700.0000000,23834.0000000,23680.0000000,23804.8000000,315
KRME.XXBTZUSD,60,27/02/23,16:00,23804.8000000,23885.4000000,23445.9000000,23548.9000000,297
KRME.XXBTZUSD,60,27/02/23,17:00,23549.4000000,23610.9000000,23150.7000000,23407.3000000,542
KRME.XXBTZUSD,60,27/02/23,18:00,23407.3000000,23419.9000000,23280.1000000,23336.3000000,112
KRME.XXBTZUSD,60,27/02/23,19:00,23336.3000000,23368.6000000,23168.3000000,23287.9000000,167
KRME.XXBTZUSD,60,27/02/23,20:00,23287.9000000,23354.3000000,23224.2000000,23292.9000000,94
KRME.XXBTZUSD,60,27/02/23,21:00,23292.9000000,23317.5000000,23108.4000000,23317.5000000,174
KRME.XXBTZUSD,60,27/02/23,22:00,23317.5000000,23394.1000000,23302.5000000,23381.6000000,112
KRME.XXBTZUSD,60,27/02/23,23:00,23381.6000000,23560.4000000,23365.4000000,23483.0000000,120
KRME.XXBTZUSD,60,28/02/23,00:00,23488.0000000,23580.5000000,23454.1000000,23494.4000000,66
KRME.XXBTZUSD,60,28/02/23,01:00,23491.1000000,23544.0000000,23414.0000000,23422.8000000,103
KRME.XXBTZUSD,60,28/02/23,02:00,23423.3000000,23453.0000000,23348.3000000,23435.1000000,44
KRME.XXBTZUSD,60,28/02/23,03:00,23435.1000000,23471.5000000,23392.7000000,23433.8000000,30
KRME.XXBTZUSD,60,28/02/23,04:00,23433.8000000,23515.0000000,23433.8000000,23460.8000000,26
KRME.XXBTZUSD,60,28/02/23,05:00,23465.6000000,23468.1000000,23392.9000000,23418.2000000,49
KRME.XXBTZUSD,60,28/02/23,06:00,23417.8000000,23447.7000000,23375.5000000,23377.0000000,18
KRME.XXBTZUSD,60,28/02/23,07:00,23377.0000000,23407.2000000,23373.0000000,23393.1000000,26
KRME.XXBTZUSD,60,28/02/23,08:00,23393.2000000,23393.2000000,23227.7000000,23237.7000000,100
KRME.XXBTZUSD,60,28/02/23,09:00,23237.8000000,23300.4000000,23217.1000000,23270.9000000,62
KRME.XXBTZUSD,60,28/02/23,10:00,23270.4000000,23321.5000000,23246.6000000,23275.8000000,83
KRME.XXBTZUSD,60,28/02/23,11:00,23268.5000000,23385.9000000,23257.5000000,23360.5000000,114
KRME.XXBTZUSD,60,28/02/23,12:00,23360.6000000,23425.3000000,23335.9000000,23399.0000000,145
KRME.XXBTZUSD,60,28/02/23,13:00,23399.1000000,23495.0000000,23392.9000000,23453.4000000,69
KRME.XXBTZUSD,60,28/02/23,14:00,23454.3000000,23481.3000000,23376.2000000,23400.2000000,78
KRME.XXBTZUSD,60,28/02/23,15:00,23400.2000000,23584.2000000,23323.8000000,23432.1000000,219
KRME.XXBTZUSD,60,28/02/23,16:00,23432.1000000,23547.7000000,23418.0000000,23527.7000000,142
KRME.XXBTZUSD,60,28/02/23,17:00,23527.8000000,23599.0000000,23433.6000000,23451.2000000,102
KRME.XXBTZUSD,60,28/02/23,18:00,23451.1000000,23551.9000000,23451.1000000,23529.8000000,119
KRME.XXBTZUSD,60,28/02/23,19:00,23534.1000000,23539.8000000,23445.2000000,23475.3000000,170
KRME.XXBTZUSD,60,28/02/23,20:00,23475.4000000,23475.4000000,23203.6000000,23263.0000000,169
KRME.XXBTZUSD,60,28/02/23,21:00,23263.0000000,23341.4000000,23172.7000000,23290.0000000,165
KRME.XXBTZUSD,60,28/02/23,22:00,23290.1000000,23290.1000000,23042.0000000,23147.6000000,340
KRME.XXBTZUSD,60,28/02/23,23:00,23147.6000000,23234.7000000,23115.0000000,23165.5000000,175
KRME.XXBTZUSD,60,01/03/23,00:00,23165.9000000,23198.1000000,23110.0000000,23133.2000000,86
KRME.XXBTZUSD,60,01/03/23,01:00,23133.2000000,23216.7000000,23044.0000000,23097.9000000,74
KRME.XXBTZUSD,60,01/03/23,02:00,23097.9000000,23292.7000000,23081.2000000,23252.5000000,40
KRME.XXBTZUSD,60,01/03/23,03:00,23252.4000000,23332.0000000,23243.9000000,23332.0000000,55
KRME.XXBTZUSD,60,01/03/23,04:00,23332.0000000,23498.8000000,23317.0000000,23445.0000000,174
KRME.XXBTZUSD,60,01/03/23,05:00,23442.8000000,23837.1000000,23436.2000000,23797.9000000,300
KRME.XXBTZUSD,60,01/03/23,06:00,23797.6000000,23819.4000000,23652.6000000,23699.9000000,171
KRME.XXBTZUSD,60,01/03/23,07:00,23700.0000000,23804.8000000,23669.6000000,23758.9000000,155
KRME.XXBTZUSD,60,01/03/23,08:00,23758.9000000,23768.0000000,23693.5000000,23717.9000000,122
KRME.XXBTZUSD,60,01/03/23,09:00,23717.9000000,23977.0000000,23686.0000000,23875.7000000,238
KRME.XXBTZUSD,60,01/03/23,10:00,23875.7000000,23906.6000000,23737.8000000,23756.6000000,206
KRME.XXBTZUSD,60,01/03/23,11:00,23759.1000000,23782.8000000,23700.0000000,23778.4000000,72
KRME.XXBTZUSD,60,01/03/23,12:00,23778.4000000,23786.3000000,23706.8000000,23735.2000000,54
KRME.XXBTZUSD,60,01/03/23,13:00,23735.3000000,23816.2000000,23710.0000000,23732.1000000,66
KRME.XXBTZUSD,60,01/03/23,14:00,23732.1000000,23733.7000000,23631.6000000,23693.8000000,260
KRME.XXBTZUSD,60,01/03/23,15:00,23693.7000000,23883.2000000,23578.6000000,23681.4000000,200
KRME.XXBTZUSD,60,01/03/23,16:00,23685.5000000,23769.3000000,23581.1000000,23723.8000000,223
KRME.XXBTZUSD,60,01/03/23,17:00,23723.7000000,23741.1000000,23561.4000000,23702.4000000,93
KRME.XXBTZUSD,60,01/03/23,18:00,23700.1000000,23744.6000000,23681.4000000,23714.7000000,71
KRME.XXBTZUSD,60,01/03/23,19:00,23714.7000000,23724.2000000,23655.0000000,23696.5000000,44
KRME.XXBTZUSD,60,01/03/23,20:00,23696.2000000,23696.2000000,23341.4000000,23359.1000000,187
KRME.XXBTZUSD,60,01/03/23,21:00,23346.9000000,23465.4000000,23314.9000000,23413.3000000,161
KRME.XXBTZUSD,60,01/03/23,22:00,23413.4000000,23593.8000000,23378.6000000,23564.0000000,146
KRME.XXBTZUSD,60,01/03/23,23:00,23562.3000000,23572.4000000,23452.0000000,23536.3000000,50
KRME.XXBTZUSD,60,02/03/23,00:00,23536.4000000,23672.8000000,23522.4000000,23634.9000000,102
KRME.XXBTZUSD,60,02/03/23,01:00,23633.7000000,23808.0000000,23615.8000000,23616.0000000,472
KRME.XXBTZUSD,60,02/03/23,02:00,23616.1000000,23639.5000000,23457.3000000,23514.2000000,51
KRME.XXBTZUSD,60,02/03/23,03:00,23514.2000000,23539.0000000,23469.9000000,23481.6000000,167
KRME.XXBTZUSD,60,02/03/23,04:00,23481.5000000,23510.7000000,23434.6000000,23502.0000000,165
KRME.XXBTZUSD,60,02/03/23,05:00,23501.0000000,23542.8000000,23462.6000000,23539.2000000,69
KRME.XXBTZUSD,60,02/03/23,06:00,23539.3000000,23539.4000000,23425.5000000,23443.5000000,50
KRME.XXBTZUSD,60,02/03/23,07:00,23443.6000000,23472.6000000,23380.5000000,23441.1000000,22
KRME.XXBTZUSD,60,02/03/23,08:00,23441.0000000,23441.0000000,23346.5000000,23391.3000000,93
KRME.XXBTZUSD,60,02/03/23,09:00,23393.6000000,23464.7000000,23351.3000000,23449.7000000,89
KRME.XXBTZUSD,60,02/03/23,10:00,23445.5000000,23467.9000000,23401.5000000,23404.6000000,49
KRME.XXBTZUSD,60,02/03/23,11:00,23404.8000000,23419.1000000,23347.2000000,23375.7000000,40
KRME.XXBTZUSD,60,02/03/23,12:00,23376.3000000,23429.2000000,23368.3000000,23412.3000000,84
KRME.XXBTZUSD,60,02/03/23,13:00,23412.4000000,23434.8000000,23320.1000000,23351.6000000,76
KRME.XXBTZUSD,60,02/03/23,14:00,23351.6000000,23400.0000000,23251.0000000,23304.2000000,111
KRME.XXBTZUSD,60,02/03/23,15:00,23309.6000000,23346.4000000,23202.0000000,23312.0000000,171
KRME.XXBTZUSD,60,02/03/23,16:00,23312.1000000,23380.3000000,23281.0000000,23371.8000000,65
KRME.XXBTZUSD,60,02/03/23,17:00,23371.8000000,23390.1000000,23261.5000000,23279.3000000,123
KRME.XXBTZUSD,60,02/03/23,18:00,23279.3000000,23304.1000000,23234.5000000,23269.5000000,331
KRME.XXBTZUSD,60,02/03/23,19:00,23269.4000000,23452.7000000,23256.8000000,23452.6000000,104
KRME.XXBTZUSD,60,02/03/23,20:00,23452.6000000,23499.8000000,23404.4000000,23471.6000000,181
KRME.XXBTZUSD,60,02/03/23,21:00,23470.8000000,23559.6000000,23435.9000000,23466.3000000,85
KRME.XXBTZUSD,60,02/03/23,22:00,23465.6000000,23473.0000000,23403.3000000,23420.7000000,58
KRME.XXBTZUSD,60,02/03/23,23:00,23420.8000000,23549.9000000,23412.1000000,23465.3000000,108
KRME.XXBTZUSD,60,03/03/23,00:00,23465.4000000,23501.8000000,23432.4000000,23466.5000000,165
KRME.XXBTZUSD,60,03/03/23,01:00,23466.6000000,23478.5000000,23401.4000000,23424.2000000,120
KRME.XXBTZUSD,60,03/03/23,02:00,23424.2000000,23424.3000000,22000.0000000,22152.4000000,1676
KRME.XXBTZUSD,60,03/03/23,03:00,22164.0000000,22464.8000000,22106.4000000,22360.9000000,381
KRME.XXBTZUSD,60,03/03/23,04:00,22354.4000000,22409.6000000,22298.3000000,22338.6000000,157
KRME.XXBTZUSD,60,03/03/23,05:00,22338.5000000,22397.0000000,22251.9000000,22385.7000000,87
KRME.XXBTZUSD,60,03/03/23,06:00,22385.2000000,22416.7000000,22344.0000000,22355.4000000,57
KRME.XXBTZUSD,60,03/03/23,07:00,22355.5000000,22410.6000000,22335.2000000,22393.3000000,127
KRME.XXBTZUSD,60,03/03/23,08:00,22393.3000000,22403.4000000,22341.2000000,22366.2000000,81
KRME.XXBTZUSD,60,03/03/23,09:00,22366.3000000,22452.6000000,22366.3000000,22435.1000000,43
KRME.XXBTZUSD,60,03/03/23,10:00,22436.2000000,22478.4000000,22358.4000000,22375.1000000,63
KRME.XXBTZUSD,60,03/03/23,11:00,22375.1000000,22392.3000000,22350.0000000,22365.6000000,23
KRME.XXBTZUSD,60,03/03/23,12:00,22365.5000000,22369.1000000,22314.6000000,22355.7000000,43
KRME.XXBTZUSD,60,03/03/23,13:00,22355.5000000,22370.9000000,22330.2000000,22347.9000000,51
KRME.XXBTZUSD,60,03/03/23,14:00,22348.0000000,22426.0000000,22180.0000000,22409.2000000,153
KRME.XXBTZUSD,60,03/03/23,15:00,22401.7000000,22500.0000000,22367.8000000,22385.3000000,196
KRME.XXBTZUSD,60,03/03/23,16:00,22384.2000000,22416.7000000,22250.0000000,22334.7000000,181
KRME.XXBTZUSD,60,03/03/23,17:00,22334.7000000,22376.8000000,22324.6000000,22376.8000000,102
KRME.XXBTZUSD,60,03/03/23,18:00,22376.8000000,22446.4000000,22376.7000000,22420.1000000,90
KRME.XXBTZUSD,60,03/03/23,19:00,22420.1000000,22420.1000000,22240.4000000,22313.7000000,178
KRME.XXBTZUSD,60,03/03/23,20:00,22313.7000000,22385.0000000,22295.3000000,22363.1000000,124
KRME.XXBTZUSD,60,03/03/23,21:00,22363.1000000,22378.3000000,22283.9000000,22305.5000000,103
KRME.XXBTZUSD,60,03/03/23,22:00,22305.5000000,22314.6000000,22152.0000000,22243.7000000,178
KRME.XXBTZUSD,60,03/03/23,23:00,22242.4000000,22339.8000000,22241.0000000,22332.8000000,71
KRME.XXBTZUSD,60,04/03/23,00:00,22332.9000000,22374.5000000,22319.8000000,22356.1000000,81
KRME.XXBTZUSD,60,04/03/23,01:00,22356.0000000,22397.0000000,22337.9000000,22375.2000000,36
KRME.XXBTZUSD,60,04/03/23,02:00,22374.6000000,22393.6000000,22342.2000000,22346.0000000,39
KRME.XXBTZUSD,60,04/03/23,03:00,22345.9000000,22360.8000000,22337.9000000,22344.0000000,31
KRME.XXBTZUSD,60,04/03/23,04:00,22343.6000000,22350.1000000,22328.2000000,22350.1000000,26
KRME.XXBTZUSD,60,04/03/23,05:00,22350.1000000,22368.5000000,22329.9000000,22341.4000000,24
KRME.XXBTZUSD,60,04/03/23,06:00,22345.0000000,22347.6000000,22280.1000000,22329.7000000,30
KRME.XXBTZUSD,60,04/03/23,07:00,22329.4000000,22401.0000000,22316.9000000,22373.0000000,54
KRME.XXBTZUSD,60,04/03/23,08:00,22373.1000000,22378.4000000,22356.2000000,22360.0000000,22
KRME.XXBTZUSD,60,04/03/23,09:00,22359.9000000,22364.3000000,22332.6000000,22344.0000000,24
KRME.XXBTZUSD,60,04/03/23,10:00,22344.0000000,22376.6000000,22343.1000000,22354.5000000,47
KRME.XXBTZUSD,60,04/03/23,11:00,22354.6000000,22360.8000000,22341.5000000,22347.9000000,17
KRME.XXBTZUSD,60,04/03/23,12:00,22348.0000000,22359.6000000,22347.9000000,22355.0000000,13
KRME.XXBTZUSD,60,04/03/23,13:00,22355.1000000,22398.4000000,22350.4000000,22389.6000000,18
KRME.XXBTZUSD,60,04/03/23,14:00,22389.6000000,22389.6000000,22364.0000000,22367.4000000,18
KRME.XXBTZUSD,60,04/03/23,15:00,22367.4000000,22369.2000000,22341.5000000,22347.3000000,16
KRME.XXBTZUSD,60,04/03/23,16:00,22346.4000000,22356.4000000,22320.0000000,22326.4000000,56
KRME.XXBTZUSD,60,04/03/23,17:00,22326.4000000,22345.2000000,22295.7000000,22327.0000000,38
KRME.XXBTZUSD,60,04/03/23,18:00,22327.1000000,22335.3000000,22310.1000000,22310.2000000,76
KRME.XXBTZUSD,60,04/03/23,19:00,22310.2000000,22331.6000000,22246.0000000,22323.4000000,52
KRME.XXBTZUSD,60,04/03/23,20:00,22323.4000000,22327.5000000,22231.6000000,22249.4000000,55
KRME.XXBTZUSD,60,04/03/23,21:00,22249.9000000,22264.7000000,22183.3000000,22255.3000000,84
KRME.XXBTZUSD,60,04/03/23,22:00,22253.2000000,22253.3000000,22168.5000000,22210.9000000,72
